ORIGIN_AIRPORT,DESTINATION_AIRPORT,AIRLINE,DISTANCE,ARRIVAL_DELAY,DAY_OF_WEEK,SCHEDULED_DEPARTURE
ORD,ALB,UA,723.0,-16.0,4,1414
STT,IAD,UA,1606.0,-14.0,4,1414
PHX,ATL,DL,1587.0,-29.0,4,1414
DEN,DTW,F9,1123.0,47.0,4,1414
MYR,LGA,NK,563.0,18.0,4,1414
GUC,IAH,UA,886.0,-3.0,4,1415
DCA,PBI,US,857.0,-26.0,4,1415
PHL,IAH,US,1325.0,28.0,4,1415
LAS,CLT,US,1916.0,-22.0,4,1415
BOS,ORD,UA,867.0,-11.0,4,1415
DEN,IAD,WN,1452.0,17.0,4,1415
HOU,CRP,WN,187.0,54.0,4,1415
LAX,SMF,WN,373.0,-4.0,4,1415
MCO,PVD,WN,1072.0,-3.0,4,1415
MDW,FLL,WN,1166.0,8.0,4,1415
MSY,STL,WN,604.0,3.0,4,1415
ATL,BWI,WN,577.0,-4.0,4,1415
PHX,MDW,WN,1444.0,43.0,4,1415
PIT,MCO,WN,834.0,8.0,4,1415
SJC,MDW,WN,1838.0,25.0,4,1415
SJU,MCO,WN,1189.0,-6.0,4,1415
SMF,LAS,WN,397.0,-5.0,4,1415
STL,BWI,WN,738.0,-18.0,4,1415
HOU,LAS,WN,1235.0,-14.0,4,1415
OAK,PDX,WN,543.0,-2.0,4,1415
PDX,DEN,WN,991.0,41.0,4,1415
PDX,OAK,WN,543.0,-10.0,4,1415
EWR,DEN,UA,1605.0,-9.0,4,1415
LAX,JFK,AA,2475.0,-1.0,4,1415
DFW,ATL,AA,731.0,-2.0,4,1415
DFW,MCO,AA,985.0,-3.0,4,1415
SAN,DFW,AA,1171.0,37.0,4,1415
DFW,ELP,AA,551.0,88.0,4,1415
EGE,ORD,AA,1007.0,0.0,4,1415
DFW,CLE,AA,1021.0,-6.0,4,1415
SFO,ORD,AA,1846.0,-8.0,4,1415
SAN,SEA,AS,1050.0,-3.0,4,1415
LIH,SEA,AS,2701.0,-34.0,4,1415
SLC,DFW,AA,989.0,14.0,4,1415
BDL,SJU,B6,1666.0,-27.0,4,1415
LGA,PBI,B6,1035.0,10.0,4,1415
MSP,SLC,DL,991.0,-29.0,4,1415
MCO,DTW,DL,957.0,-11.0,4,1415
RIC,ATL,DL,481.0,-17.0,4,1415
SLC,ATL,DL,1590.0,-2.0,4,1415
FLL,LGA,DL,1076.0,-16.0,4,1415
LGA,MIA,DL,1096.0,-36.0,4,1415
DFW,FSD,EV,737.0,-4.0,4,1415
ATL,VLD,EV,208.0,-9.0,4,1415
ORD,TPA,F9,1012.0,27.0,4,1415
DEN,PSP,F9,776.0,-19.0,4,1415
CHO,LGA,MQ,305.0,156.0,4,1415
DFW,AMA,MQ,312.0,33.0,4,1415
LSE,ORD,MQ,215.0,-33.0,4,1415
CMH,LGA,MQ,479.0,-30.0,4,1415
BNA,LGA,MQ,764.0,-13.0,4,1415
MIA,BHM,MQ,661.0,-2.0,4,1415
DFW,LIT,MQ,304.0,39.0,4,1415
EUG,LAX,OO,748.0,-18.0,4,1415
RDD,SFO,OO,199.0,-9.0,4,1415
DEN,LAX,UA,862.0,-14.0,4,1416
ATL,SGF,EV,563.0,0.0,4,1416
JAX,IAD,EV,630.0,3.0,4,1417
CVG,EWR,EV,569.0,-24.0,4,1417
ILM,CLT,US,185.0,0.0,4,1418
EWR,MSN,EV,799.0,20.0,4,1418
LIH,HNL,HA,102.0,37.0,4,1418
CLT,BOS,US,728.0,6.0,4,1419
ORF,ATL,DL,516.0,-17.0,4,1419
IND,ATL,DL,432.0,-17.0,4,1419
OMA,IAH,EV,781.0,-1.0,4,1419
CMH,IAH,EV,986.0,-2.0,4,1419
LAX,SAN,OO,109.0,-11.0,4,1419
DEN,MSO,OO,679.0,-7.0,4,1419
MCO,PHL,US,861.0,-12.0,4,1420
CLT,JFK,US,541.0,14.0,4,1420
SFO,IAH,UA,1635.0,41.0,4,1420
ATL,PHL,WN,666.0,-7.0,4,1420
AUS,DAL,WN,189.0,-12.0,4,1420
AUS,ELP,WN,528.0,3.0,4,1420
BWI,BDL,WN,283.0,23.0,4,1420
DAL,DCA,WN,1184.0,-12.0,4,1420
DCA,HOU,WN,1218.0,5.0,4,1420
DEN,PHX,WN,602.0,5.0,4,1420
HOU,TUL,WN,453.0,110.0,4,1420
LAX,DAL,WN,1246.0,23.0,4,1420
LAX,HOU,WN,1390.0,22.0,4,1420
MCI,BOS,WN,1256.0,13.0,4,1420
MCO,PHL,WN,861.0,18.0,4,1420
MDW,STL,WN,251.0,-10.0,4,1420
MSY,HOU,WN,302.0,-11.0,4,1420
MSY,PHX,WN,1300.0,15.0,4,1420
OAK,MDW,WN,1844.0,4.0,4,1420
ATL,DEN,WN,1199.0,7.0,4,1420
SFO,MDW,WN,1855.0,55.0,4,1420
SJU,BWI,WN,1565.0,5.0,4,1420
HOU,MSY,WN,302.0,11.0,4,1420
OAK,SEA,WN,671.0,0.0,4,1420
OAK,SLC,WN,588.0,48.0,4,1420
ONT,LAS,WN,197.0,3.0,4,1420
MIA,EWR,UA,1085.0,3.0,4,1420
MIA,SFO,AA,2585.0,96.0,4,1420
AUS,ORD,AA,978.0,-6.0,4,1420
DEN,MIA,AA,1709.0,33.0,4,1420
LAS,DFW,AA,1055.0,19.0,4,1420
ORD,DFW,AA,802.0,60.0,4,1420
ORD,AUS,AA,978.0,-3.0,4,1420
SEA,ANC,AS,1448.0,-1.0,4,1420
SEA,LAX,AS,954.0,6.0,4,1420
TPA,DCA,B6,814.0,-25.0,4,1420
DFW,SLC,DL,989.0,5.0,4,1420
TPA,DFW,AA,929.0,8.0,4,1420
JFK,MIA,AA,1089.0,-27.0,4,1420
FLL,ORD,AA,1182.0,-18.0,4,1420
ATL,SAT,DL,874.0,-18.0,4,1420
DEN,ATL,DL,1199.0,23.0,4,1420
ORD,SDF,EV,287.0,-12.0,4,1420
ATL,IAD,F9,534.0,-2.0,4,1420
HNL,SEA,HA,2677.0,-5.0,4,1420
ORD,TVC,MQ,224.0,-2.0,4,1420
DFW,GSO,MQ,999.0,15.0,4,1420
CMI,ORD,MQ,135.0,16.0,4,1420
GCK,DFW,MQ,404.0,24.0,4,1420
FWA,ORD,MQ,157.0,23.0,4,1420
EYW,MIA,MQ,125.0,-4.0,4,1420
SFO,BFL,OO,238.0,-3.0,4,1420
SBP,SFO,OO,190.0,-18.0,4,1420
LAX,OAK,OO,337.0,-10.0,4,1420
ORD,CHO,OO,567.0,-3.0,4,1420
RNO,SFO,OO,192.0,-17.0,4,1421
SFO,DEN,UA,967.0,47.0,4,1421
BOS,FLL,B6,1237.0,-10.0,4,1421
BTR,IAH,EV,253.0,10.0,4,1421
SAN,LAX,OO,109.0,19.0,4,1421
LAR,DEN,OO,113.0,-1.0,4,1422
CMH,ATL,DL,447.0,-18.0,4,1422
MKE,EWR,EV,725.0,-16.0,4,1422
DEN,DIK,EV,488.0,-16.0,4,1422
MCO,CLE,UA,895.0,-11.0,4,1423
STL,IAH,EV,667.0,0.0,4,1423
SAV,IAD,EV,515.0,13.0,4,1423
SUN,SFO,OO,587.0,61.0,4,1423
ASE,DEN,OO,125.0,-11.0,4,1423
DEN,BIS,OO,516.0,182.0,4,1423
TUS,DEN,OO,639.0,40.0,4,1423
BUR,SFO,OO,326.0,-1.0,4,1424
IAH,LAX,NK,1379.0,-12.0,4,1424
TYR,IAH,EV,163.0,-3.0,4,1424
CLT,PBI,US,590.0,1.0,4,1425
TPA,PHL,US,920.0,12.0,4,1425
CLT,LGA,US,544.0,-7.0,4,1425
ATL,RIC,WN,481.0,-6.0,4,1425
BDL,MCO,WN,1050.0,-1.0,4,1425
BNA,DEN,WN,1014.0,-6.0,4,1425
BNA,PHX,WN,1449.0,1.0,4,1425
BOS,BWI,WN,369.0,-17.0,4,1425
BWI,BOS,WN,369.0,3.0,4,1425
BWI,DEN,WN,1491.0,9.0,4,1425
BWI,PHX,WN,1999.0,44.0,4,1425
DAL,AUS,WN,189.0,3.0,4,1425
LAS,BUR,WN,223.0,14.0,4,1425
LAX,MDW,WN,1750.0,33.0,4,1425
MCI,BNA,WN,491.0,-14.0,4,1425
MCI,LAS,WN,1139.0,-4.0,4,1425
MCI,STL,WN,237.0,17.0,4,1425
ALB,BWI,WN,289.0,-3.0,4,1425
SAN,HOU,WN,1313.0,-5.0,4,1425
SLC,LAS,WN,368.0,0.0,4,1425
SMF,SAN,WN,480.0,4.0,4,1425
SMF,SNA,WN,404.0,-3.0,4,1425
SNA,HOU,WN,1357.0,3.0,4,1425
OMA,PHX,US,1037.0,10.0,4,1425
LGA,ORD,AA,733.0,-22.0,4,1425
MIA,DCA,AA,919.0,-2.0,4,1425
DFW,FLL,AA,1119.0,-2.0,4,1425
ORD,MSP,AA,334.0,-5.0,4,1425
DFW,SAT,AA,247.0,35.0,4,1425
AUS,DFW,AA,190.0,16.0,4,1425
DFW,ORD,AA,802.0,-4.0,4,1425
SEA,SMF,AS,605.0,-12.0,4,1425
OGG,BLI,AS,2681.0,3.0,4,1425
KOA,SEA,AS,2688.0,-25.0,4,1425
MCO,LGA,B6,950.0,95.0,4,1425
CHS,DCA,B6,444.0,-12.0,4,1425
MSP,ATL,DL,907.0,-21.0,4,1425
ATL,DAY,DL,432.0,-9.0,4,1425
ATL,CMH,DL,447.0,-10.0,4,1425
IND,IAD,EV,476.0,-17.0,4,1425
BDL,IAD,EV,326.0,-18.0,4,1425
STL,IAD,F9,696.0,6.0,4,1425
JAN,DFW,MQ,408.0,38.0,4,1425
AMA,DFW,MQ,312.0,0.0,4,1425
DFW,GSP,MQ,862.0,14.0,4,1425
LEX,DFW,MQ,785.0,0.0,4,1425
DFW,CAE,MQ,922.0,20.0,4,1425
GRK,DFW,MQ,134.0,8.0,4,1425
GRB,ORD,MQ,173.0,2.0,4,1425
LAX,ELP,OO,715.0,22.0,4,1425
LAX,SAN,OO,109.0,3.0,4,1425
ELP,IAH,OO,667.0,34.0,4,1425
LIT,DEN,OO,771.0,0.0,4,1425
IAD,SAN,UA,2253.0,-1.0,4,1426
IAH,IND,UA,844.0,-20.0,4,1426
SLC,DEN,EV,391.0,-1.0,4,1426
MSY,DFW,NK,447.0,-10.0,4,1426
DVL,DEN,OO,638.0,145.0,4,1426
IAH,ASE,OO,913.0,0.0,4,1427
RDU,IAH,EV,1042.0,13.0,4,1428
DEN,MSY,F9,1062.0,7.0,4,1428
RSW,ORD,NK,1120.0,9.0,4,1428
HDN,IAH,UA,985.0,38.0,4,1429
CLE,IAH,UA,1091.0,31.0,4,1429
JFK,ROC,B6,264.0,5.0,4,1429
JFK,FLL,B6,1069.0,-10.0,4,1429
JFK,MCO,B6,944.0,17.0,4,1429
CLE,ATL,DL,554.0,-15.0,4,1429
MFR,DEN,OO,964.0,-6.0,4,1429
FAR,SLC,OO,866.0,-30.0,4,1430
EWR,TPA,UA,997.0,1.0,4,1430
CLT,PHX,US,1773.0,12.0,4,1430
CLT,BDL,US,644.0,31.0,4,1430
BOS,PHL,US,280.0,-6.0,4,1430
CLT,RSW,US,600.0,11.0,4,1430
CLT,RDU,US,130.0,-8.0,4,1430
CLT,MSY,US,651.0,11.0,4,1430
DCA,BOS,US,399.0,-14.0,4,1430
JFK,LAX,UA,2475.0,-31.0,4,1430
AUS,HOU,WN,148.0,18.0,4,1430
DAL,ABQ,WN,580.0,7.0,4,1430
DAL,MDW,WN,793.0,81.0,4,1430
DCA,ATL,WN,547.0,0.0,4,1430
DCA,BNA,WN,562.0,3.0,4,1430
LAX,OAK,WN,337.0,3.0,4,1430
MCI,TPA,WN,1048.0,16.0,4,1430
MCO,MKE,WN,1066.0,-1.0,4,1430
MCO,PIT,WN,834.0,11.0,4,1430
MCO,SJU,WN,1189.0,-11.0,4,1430
MDW,TPA,WN,997.0,-11.0,4,1430
MKE,RSW,WN,1183.0,-11.0,4,1430
SAN,MDW,WN,1728.0,-27.0,4,1430
SEA,MDW,WN,1733.0,-8.0,4,1430
SLC,DEN,WN,391.0,50.0,4,1430
HOU,LAX,WN,1390.0,-18.0,4,1430
ONT,PHX,WN,325.0,-6.0,4,1430
KOA,SFO,UA,2367.0,-1.0,4,1430
IAH,DEN,UA,862.0,6.0,4,1430
MTJ,IAH,UA,927.0,31.0,4,1430
STL,PHX,US,1262.0,0.0,4,1430
ORD,LAX,AA,1744.0,0.0,4,1430
DFW,JAX,AA,918.0,126.0,4,1430
DFW,DEN,AA,641.0,26.0,4,1430
LAX,AUS,AA,1242.0,41.0,4,1430
DFW,DCA,AA,1192.0,-5.0,4,1430
ANC,SEA,AS,1448.0,-17.0,4,1430
SJU,FLL,B6,1046.0,-8.0,4,1430
JFK,SJU,DL,1598.0,-40.0,4,1430
STT,JFK,DL,1623.0,20.0,4,1430
MSO,SLC,DL,436.0,-23.0,4,1430
ATL,ICT,DL,782.0,-28.0,4,1430
DFW,ATL,DL,731.0,-10.0,4,1430
RSW,JFK,B6,1074.0,-4.0,4,1430
IAH,CRP,EV,201.0,1.0,4,1430
IAH,AMA,EV,517.0,8.0,4,1430
IAH,MEM,EV,468.0,-7.0,4,1430
CLT,IAD,EV,322.0,58.0,4,1430
RDU,CLE,F9,416.0,-10.0,4,1430
IAH,PHX,F9,1009.0,11.0,4,1430
HNL,OAK,HA,2409.0,-10.0,4,1430
AZO,ORD,MQ,122.0,-25.0,4,1430
DFW,CID,MQ,685.0,8.0,4,1430
DFW,HSV,MQ,603.0,3.0,4,1430
ABI,DFW,MQ,158.0,0.0,4,1430
GRI,DFW,MQ,561.0,7.0,4,1430
FSM,DFW,MQ,227.0,0.0,4,1430
LIT,ORD,MQ,552.0,0.0,4,1430
MKE,ORD,OO,67.0,0.0,4,1430
SEA,SBA,OO,908.0,-18.0,4,1430
LAX,PHX,OO,370.0,-1.0,4,1430
FCA,SLC,OO,531.0,3.0,4,1430
SFO,BOI,OO,522.0,4.0,4,1430
LAX,EWR,UA,2454.0,-38.0,4,1431
DEN,ICT,UA,420.0,13.0,4,1431
EGE,IAH,UA,934.0,17.0,4,1431
RSW,DEN,UA,1607.0,-13.0,4,1431
EWR,LAX,UA,2454.0,25.0,4,1431
IAH,EWR,UA,1400.0,-15.0,4,1431
SDF,IAH,EV,788.0,-6.0,4,1431
IAH,LRD,EV,301.0,-11.0,4,1431
HSV,ATL,EV,151.0,-9.0,4,1431
DEN,FSD,OO,483.0,11.0,4,1431
IAH,ORD,UA,925.0,-27.0,4,1432
BOI,DEN,UA,649.0,0.0,4,1432
ORD,MCO,UA,1005.0,-12.0,4,1432
BOS,JFK,B6,187.0,-19.0,4,1432
DTW,EWR,EV,488.0,-6.0,4,1432
IAH,TUS,EV,936.0,-14.0,4,1432
HNL,KOA,HA,163.0,6.0,4,1432
DFW,IAH,EV,224.0,-12.0,4,1433
IAH,ELP,EV,667.0,-9.0,4,1433
IAH,LBB,EV,458.0,35.0,4,1433
DEN,FSD,F9,483.0,12.0,4,1433
IND,ORD,OO,177.0,-12.0,4,1433
LAS,ORD,UA,1514.0,30.0,4,1434
TYS,IAD,EV,419.0,-12.0,4,1434
DTW,IAH,EV,1075.0,26.0,4,1434
IAH,GRK,EV,166.0,31.0,4,1434
KOA,HNL,HA,163.0,-3.0,4,1434
LAX,ASE,OO,737.0,54.0,4,1434
IAH,SNA,UA,1346.0,-18.0,4,1435
MSP,PHX,US,1276.0,-19.0,4,1435
RDU,CLT,US,130.0,-21.0,4,1435
CLT,FLL,US,631.0,-14.0,4,1435
CLT,DTW,US,500.0,-3.0,4,1435
EWR,MIA,UA,1085.0,-31.0,4,1435
SFO,SEA,VX,679.0,-2.0,4,1435
ATL,TPA,WN,406.0,2.0,4,1435
BNA,STL,WN,272.0,19.0,4,1435
BUF,BWI,WN,281.0,26.0,4,1435
BUR,OAK,WN,325.0,-7.0,4,1435
BWI,PVD,WN,327.0,-6.0,4,1435
BWI,STL,WN,738.0,2.0,4,1435
DCA,MDW,WN,601.0,-6.0,4,1435
ECP,HOU,WN,571.0,-15.0,4,1435
FLL,MDW,WN,1166.0,-18.0,4,1435
ICT,MDW,WN,589.0,-8.0,4,1435
LAS,PHX,WN,255.0,13.0,4,1435
MDW,LAS,WN,1521.0,-18.0,4,1435
MDW,LGA,WN,725.0,-15.0,4,1435
MDW,MSP,WN,349.0,9.0,4,1435
RNO,SAN,WN,488.0,35.0,4,1435
SAN,PHX,WN,304.0,-2.0,4,1435
IAH,SFO,UA,1635.0,-13.0,4,1435
PHX,SMF,US,647.0,21.0,4,1435
SFO,DFW,AA,1464.0,194.0,4,1435
HOU,DFW,AA,247.0,21.0,4,1435
MCO,MIA,AA,192.0,-1.0,4,1435
SEA,ORD,AA,1721.0,24.0,4,1435
LAX,DFW,AA,1235.0,36.0,4,1435
DFW,LAX,AA,1235.0,-11.0,4,1435
DAY,ATL,DL,432.0,-35.0,4,1435
ATL,TPA,DL,406.0,-18.0,4,1435
MIA,ATL,DL,594.0,-8.0,4,1435
MSY,LGA,DL,1183.0,-21.0,4,1435
SAV,IAH,EV,851.0,6.0,4,1435
DEN,MCI,EV,533.0,16.0,4,1435
DEN,BNA,F9,1014.0,7.0,4,1435
MKE,DFW,MQ,853.0,32.0,4,1435
CVG,DFW,MQ,812.0,16.0,4,1435
COU,DFW,MQ,489.0,-3.0,4,1435
MAF,DFW,MQ,309.0,0.0,4,1435
TUS,LAX,OO,451.0,-1.0,4,1435
MRY,SFO,OO,77.0,-12.0,4,1435
PDX,SEA,OO,129.0,-12.0,4,1435
IAH,PHX,OO,1009.0,47.0,4,1435
SFO,ACV,OO,250.0,77.0,4,1435
TUS,PHX,OO,110.0,12.0,4,1435
PHX,FLG,OO,119.0,18.0,4,1435
PHX,PSP,OO,261.0,8.0,4,1435
SFO,IND,UA,1943.0,-8.0,4,1436
IAD,DEN,UA,1452.0,-5.0,4,1436
JAN,ORD,EV,677.0,-20.0,4,1436
DAY,IAD,EV,368.0,-23.0,4,1436
PHX,SLC,OO,507.0,-5.0,4,1436
LAX,DFW,OO,1235.0,58.0,4,1436
FAT,LAX,OO,209.0,2.0,4,1436
PNS,ATL,DL,271.0,-18.0,4,1437
RSW,ATL,DL,515.0,-20.0,4,1437
LAX,IAH,UA,1379.0,0.0,4,1438
ORD,SYR,EV,607.0,-25.0,4,1438
SAN,DEN,F9,853.0,-4.0,4,1438
HNL,ITO,HA,216.0,4.0,4,1438
OGG,HNL,HA,100.0,2.0,4,1438
MCO,ACY,NK,852.0,36.0,4,1438
ITO,HNL,HA,216.0,18.0,4,1438
SFO,BUR,OO,326.0,-14.0,4,1438
EWR,SFO,UA,2565.0,-4.0,4,1439
SJU,JFK,AA,1598.0,-24.0,4,1439
LIH,SFO,UA,2447.0,-22.0,4,1440
ALB,CLT,US,646.0,0.0,4,1440
BOS,CLT,US,728.0,-2.0,4,1440
CLT,TPA,US,507.0,-9.0,4,1440
CLT,MIA,US,650.0,36.0,4,1440
DAL,SFO,VX,1476.0,56.0,4,1440
LAS,SFO,VX,414.0,-2.0,4,1440
AUS,BWI,WN,1342.0,-7.0,4,1440
AUS,TPA,WN,928.0,3.0,4,1440
FLL,AUS,WN,1105.0,-14.0,4,1440
LAX,SFO,WN,337.0,34.0,4,1440
MDW,LAX,WN,1750.0,-11.0,4,1440
MSY,SAN,WN,1599.0,-21.0,4,1440
SAT,ATL,WN,874.0,-8.0,4,1440
SDF,MCO,WN,719.0,-3.0,4,1440
SMF,LAX,WN,373.0,34.0,4,1440
ORD,TPA,UA,1012.0,-15.0,4,1440
PHX,IAH,UA,1009.0,21.0,4,1440
CLT,STL,US,575.0,-2.0,4,1440
BOS,JFK,AA,187.0,1.0,4,1440
DFW,DSM,AA,624.0,8.0,4,1440
DCA,MIA,AA,919.0,-6.0,4,1440
TPA,MIA,AA,204.0,-15.0,4,1440
DFW,MSP,AA,852.0,-12.0,4,1440
JFK,TPA,B6,1005.0,-9.0,4,1440
DCA,RSW,B6,892.0,-14.0,4,1440
PBI,BOS,B6,1197.0,0.0,4,1440
LAS,LGB,B6,231.0,0.0,4,1440
FLL,JFK,B6,1069.0,18.0,4,1440
SEA,ATL,DL,2182.0,-11.0,4,1440
LAX,HNL,DL,2556.0,10.0,4,1440
LGA,DEN,DL,1620.0,11.0,4,1440
DFW,MLU,EV,293.0,56.0,4,1440
MEI,PIB,EV,69.0,10.0,4,1440
EWR,GSO,EV,445.0,-14.0,4,1440
RDU,BOS,EV,612.0,54.0,4,1440
CAE,IAD,EV,401.0,33.0,4,1440
MCO,IAD,F9,758.0,25.0,4,1440
HNL,LAX,HA,2556.0,-7.0,4,1440
ASE,DFW,MQ,701.0,18.0,4,1440
ORD,MLI,MQ,139.0,-5.0,4,1440
SHV,DFW,MQ,190.0,4.0,4,1440
EVV,ORD,MQ,273.0,34.0,4,1440
DFW,GRR,MQ,931.0,10.0,4,1440
DTW,ORD,MQ,235.0,-19.0,4,1440
DFW,MSN,MQ,821.0,9.0,4,1440
ORD,SUX,MQ,436.0,44.0,4,1440
RDU,JFK,MQ,427.0,-19.0,4,1440
CLL,DFW,MQ,164.0,15.0,4,1440
ONT,SFO,OO,363.0,-16.0,4,1440
IAH,MAF,EV,429.0,0.0,4,1440
SAN,BOI,OO,749.0,-1.0,4,1440
BHM,IAH,OO,562.0,53.0,4,1440
MCI,ORD,OO,403.0,33.0,4,1440
PHX,MRY,OO,598.0,-13.0,4,1440
ASE,IAH,OO,913.0,93.0,4,1441
SAT,ATL,DL,874.0,-15.0,4,1442
ATL,CLE,DL,554.0,0.0,4,1442
EWR,MSP,EV,1008.0,-4.0,4,1442
MKE,DEN,F9,896.0,25.0,4,1442
EWR,CHS,EV,628.0,0.0,4,1443
PIT,IAD,EV,182.0,-25.0,4,1443
PBI,EWR,UA,1023.0,12.0,4,1444
DEN,TUL,OO,541.0,0.0,4,1444
PHX,LAX,OO,370.0,28.0,4,1444
DEN,SFO,UA,967.0,-33.0,4,1445
IAH,PHX,US,1009.0,-7.0,4,1445
PHX,LIH,US,2979.0,1.0,4,1445
CLT,MCO,US,468.0,-9.0,4,1445
PBI,DCA,US,857.0,-11.0,4,1445
CLT,DFW,US,936.0,20.0,4,1445
LAS,PHL,US,2176.0,-12.0,4,1445
CLT,ORD,US,599.0,22.0,4,1445
LGA,CLT,US,544.0,-12.0,4,1445
ATL,PHL,US,666.0,-11.0,4,1445
DCA,FLL,US,899.0,-10.0,4,1445
PHX,LAX,US,370.0,3.0,4,1445
DEN,IAH,UA,862.0,20.0,4,1445
LAX,JFK,VX,2475.0,-28.0,4,1445
SFO,LAS,VX,414.0,2.0,4,1445
SFO,IAD,VX,2419.0,-13.0,4,1445
BNA,BWI,WN,587.0,-3.0,4,1445
BWI,BUF,WN,281.0,4.0,4,1445
BWI,HOU,WN,1246.0,-1.0,4,1445
BWI,OKC,WN,1180.0,46.0,4,1445
CMH,ATL,WN,447.0,-4.0,4,1445
CMH,BWI,WN,337.0,-16.0,4,1445
DAL,FLL,WN,1108.0,43.0,4,1445
ELP,HOU,WN,677.0,-5.0,4,1445
ISP,FLL,WN,1092.0,-1.0,4,1445
LAX,STL,WN,1592.0,25.0,4,1445
LBB,DAL,WN,293.0,1.0,4,1445
LGA,STL,WN,888.0,3.0,4,1445
MDW,ATL,WN,591.0,-14.0,4,1445
MDW,MSY,WN,825.0,-3.0,4,1445
PHX,LAX,WN,370.0,30.0,4,1445
TPA,RDU,WN,587.0,-1.0,4,1445
OAK,SAN,WN,446.0,31.0,4,1445
PHX,SLC,US,507.0,-1.0,4,1445
DEN,PHX,US,602.0,0.0,4,1445
JFK,LAX,AA,2475.0,-8.0,4,1445
DTW,DFW,AA,986.0,19.0,4,1445
STL,DFW,AA,550.0,5.0,4,1445
EWR,DFW,AA,1372.0,11.0,4,1445
DFW,MKE,AA,853.0,27.0,4,1445
DFW,BWI,AA,1217.0,52.0,4,1445
DFW,SFO,AA,1464.0,20.0,4,1445
DEN,DFW,AA,641.0,4.0,4,1445
SNA,DFW,AA,1205.0,-6.0,4,1445
ORD,PHX,AA,1440.0,85.0,4,1445
FLL,DFW,AA,1119.0,-11.0,4,1445
PBI,ORD,AA,1144.0,1.0,4,1445
SFO,FLL,B6,2583.0,12.0,4,1445
JFK,MSY,B6,1182.0,-1.0,4,1445
LGA,FLL,B6,1076.0,-8.0,4,1445
PBI,LGA,DL,1035.0,-21.0,4,1445
TPA,ATL,DL,406.0,-15.0,4,1445
FLL,ATL,DL,581.0,-27.0,4,1445
ATL,DTW,DL,594.0,27.0,4,1445
SRQ,LGA,DL,1047.0,-13.0,4,1445
BOS,ATL,DL,946.0,-21.0,4,1445
ATL,LGA,DL,762.0,-20.0,4,1445
TPA,BDL,B6,1111.0,-3.0,4,1445
IAH,JAN,EV,351.0,-6.0,4,1445
IAH,ABQ,EV,744.0,1.0,4,1445
EWR,MSP,EV,1008.0,6.0,4,1445
COS,IAH,EV,809.0,32.0,4,1445
ORD,CAE,EV,667.0,6.0,4,1445
CLE,PHX,F9,1737.0,10.0,4,1445
DFW,GRK,MQ,134.0,57.0,4,1445
ORD,XNA,MQ,522.0,12.0,4,1445
ATL,DTW,NK,594.0,4.0,4,1445
SJC,LAX,OO,308.0,-3.0,4,1445
HLN,SLC,OO,402.0,-17.0,4,1445
PHX,FAT,OO,493.0,7.0,4,1445
PHX,YUM,OO,160.0,8.0,4,1445
HNL,LAX,UA,2556.0,2.0,4,1446
IAH,LFT,EV,201.0,-12.0,4,1446
DEN,MOT,OO,604.0,8.0,4,1446
SNA,IAH,UA,1346.0,-3.0,4,1447
BOS,BUF,B6,395.0,-11.0,4,1447
GSO,IAD,EV,239.0,-11.0,4,1447
HNL,OGG,HA,100.0,13.0,4,1447
DEN,GTF,OO,624.0,-5.0,4,1447
SFO,EWR,UA,2565.0,-1.0,4,1448
OGG,HNL,HA,100.0,-2.0,4,1448
HNL,GUM,UA,3801.0,63.0,4,1450
IAH,SAN,UA,1303.0,-14.0,4,1450
CLT,ATL,US,226.0,-11.0,4,1450
TPA,DCA,US,814.0,-13.0,4,1450
CLT,MSP,US,930.0,4.0,4,1450
CLT,BWI,US,361.0,-12.0,4,1450
CLT,IAH,US,912.0,7.0,4,1450
CLT,PIT,US,366.0,-11.0,4,1450
BWI,MHT,WN,377.0,6.0,4,1450
DAL,LBB,WN,293.0,9.0,4,1450
DAL,MAF,WN,319.0,14.0,4,1450
LAS,MDW,WN,1521.0,-17.0,4,1450
MDW,AUS,WN,972.0,5.0,4,1450
MDW,BNA,WN,395.0,2.0,4,1450
MKE,TPA,WN,1075.0,8.0,4,1450
MSY,LAS,WN,1500.0,-18.0,4,1450
PHX,SAT,WN,843.0,5.0,4,1450
SAN,SEA,WN,1050.0,-4.0,4,1450
SFO,PHX,WN,651.0,-15.0,4,1450
HOU,HRL,WN,277.0,7.0,4,1450
PHL,TPA,WN,920.0,57.0,4,1450
LAX,OGG,UA,2486.0,23.0,4,1450
RSW,IAH,UA,861.0,-4.0,4,1450
PHX,SEA,US,1107.0,-7.0,4,1450
OGG,LAX,AA,2486.0,-20.0,4,1450
ONT,DFW,AA,1188.0,-7.0,4,1450
DFW,CLT,AA,936.0,-10.0,4,1450
DFW,TUS,AA,813.0,53.0,4,1450
COS,DFW,AA,592.0,47.0,4,1450
ORD,DFW,AA,802.0,0.0,4,1450
GUC,DFW,AA,678.0,222.0,4,1450
ANC,SCC,AS,627.0,-18.0,4,1450
SFO,PSP,AS,421.0,93.0,4,1450
OGG,SJC,AS,2355.0,-32.0,4,1450
MSY,DFW,AA,447.0,70.0,4,1450
MCO,ATL,DL,404.0,-29.0,4,1450
FAR,ORD,EV,557.0,-25.0,4,1450
ORD,AVP,EV,632.0,-20.0,4,1450
DEN,MDW,F9,895.0,5.0,4,1450
